Ticket ID,Priority,Status,Subject,Description,Address,Raised At,Closed At,order_id
3P1502,P3,OPEN,Partial order delivered,"Order had 3 items — only 1 was delivered, no communication about remaining items.",Chennai,2026-02-13 06:05:34.160042+00:00,,ORD969517
3P1503,P3,OPEN,Delivery agent unreachable for last mile,Agent number +91-98XXXXXX45 not answering calls/WhatsApp since yesterday.,Hyderabad,2025-12-12 14:30:34.160042+00:00,,ORD783265
3P1504,P3,CLOSED,Damaged product delivered,Laptop sleeve arrived with torn packaging and visible scratch on product.,Hyderabad,2026-01-26 14:10:34.160042+00:00,2026-01-28 14:10:34.160042+00:00,ORD664935
2P1505,P2,OPEN,Prime exclusive product out of stock after order,Order #9845123 for Prime-exclusive Echo Dot (new color) cancelled by system due to stock unavailability.,Mumbai,2025-12-03 15:30:34.160042+00:00,,ORD883977
2P1506,P2,CLOSED,Prime early access deal item delayed,Item from Prime Early Access sale not shipped even after 72-hour window.,Jaipur,2026-02-10 02:18:34.160042+00:00,2026-02-10 10:18:34.160042+00:00,ORD970683
2P1507,P2,OPEN,Refund not credited within 1 business day,Prime member eligible for instant refund — amount deducted but not credited back after 36 hours.,Hyderabad,2026-02-02 00:37:34.160042+00:00,,ORD731794
3P1508,P3,OPEN,Damaged product delivered,Laptop sleeve arrived with torn packaging and visible scratch on product.,Surat,2025-12-28 20:52:34.160042+00:00,,ORD211138
1P1509,P1,CLOSED,Vendor dispatch system outage,Primary vendor's dispatch system crashed — no shipments processed in last 48 hours.,Chandigarh,2025-12-07 02:51:34.160042+00:00,2025-12-07 04:51:34.160042+00:00,ORD770105
3P1510,P3,OPEN,Partial order delivered,"Order had 3 items — only 1 was delivered, no communication about remaining items.",Bhopal,2026-02-17 11:39:34.160042+00:00,,ORD420088
3P1511,P3,CLOSED,Payment successful but order not confirmed,"₹1,499 deducted via UPI but order status stuck at 'payment pending' for 2 days.",Ahmedabad,2026-02-02 08:37:34.160042+00:00,2026-02-02 09:37:34.160042+00:00,ORD904338
3P1512,P3,CLOSED,Payment successful but order not confirmed,"₹1,499 deducted via UPI but order status stuck at 'payment pending' for 2 days.",Indore,2026-01-30 22:28:34.160042+00:00,2026-02-01 22:28:34.160042+00:00,ORD268069
3P1513,P3,CLOSED,Received completely wrong product,"Ordered Noise ColorFit Pro 5, received boAt Airdopes instead.",Hyderabad,2026-01-20 07:04:34.160042+00:00,2026-01-20 09:04:34.160042+00:00,ORD984988
3P1514,P3,OPEN,Delivery agent unreachable for last mile,Agent number +91-98XXXXXX45 not answering calls/WhatsApp since yesterday.,Patna,2025-12-15 13:07:34.160042+00:00,,ORD624137
3P1515,P3,OPEN,Damaged product delivered,Laptop sleeve arrived with torn packaging and visible scratch on product.,Delhi,2026-01-01 21:55:34.160042+00:00,,ORD929222
3P1516,P3,OPEN,Damaged product delivered,Laptop sleeve arrived with torn packaging and visible scratch on product.,Hyderabad,2025-12-08 16:01:34.160042+00:00,,ORD338202
3P1517,P3,CLOSED,Delivery agent unreachable for last mile,Agent number +91-98XXXXXX45 not answering calls/WhatsApp since yesterday.,Hyderabad,2026-02-06 00:05:34.160042+00:00,2026-02-06 02:05:34.160042+00:00,ORD322821
3P1518,P3,OPEN,Partial order delivered,"Order had 3 items — only 1 was delivered, no communication about remaining items.",Delhi,2026-01-25 15:25:34.160042+00:00,,ORD592529
2P1519,P2,CLOSED,Prime exclusive product out of stock after order,Order #9845123 for Prime-exclusive Echo Dot (new color) cancelled by system due to stock unavailability.,Chennai,2026-01-28 19:26:34.160042+00:00,2026-01-28 19:56:34.160042+00:00,ORD369589
3P1520,P3,CLOSED,Partial order delivered,"Order had 3 items — only 1 was delivered, no communication about remaining items.",Jaipur,2026-01-02 07:40:34.160042+00:00,2026-01-02 11:40:34.160042+00:00,ORD961639
3P1521,P3,CLOSED,App crashed during payment – money deducted,App closed during Paytm payment flow. Money deducted but cart still active.,Hyderabad,2026-02-02 01:13:34.160042+00:00,2026-02-03 01:13:34.160042+00:00,ORD356492
3P1522,P3,CLOSED,Received completely wrong product,"Ordered Noise ColorFit Pro 5, received boAt Airdopes instead.",Jaipur,2025-11-24 11:01:34.160042+00:00,2025-11-26 11:01:34.160042+00:00,ORD624086
2P1523,P2,CLOSED,Refund not credited within 1 business day,Prime member eligible for instant refund — amount deducted but not credited back after 36 hours.,Hyderabad,2025-11-25 12:54:34.160042+00:00,2025-11-27 12:54:34.160042+00:00,ORD462272
3P1524,P3,OPEN,Partial order delivered,"Order had 3 items — only 1 was delivered, no communication about remaining items.",Hyderabad,2026-01-22 16:16:34.160042+00:00,,ORD221765
3P1525,P3,CLOSED,App crashed during payment – money deducted,App closed during Paytm payment flow. Money deducted but cart still active.,Hyderabad,2026-01-31 04:42:34.160042+00:00,2026-02-03 04:42:34.160042+00:00,ORD626641
3P1526,P3,OPEN,Received completely wrong product,"Ordered Noise ColorFit Pro 5, received boAt Airdopes instead.",Patna,2025-12-08 15:26:34.160042+00:00,,ORD564935
2P1527,P2,OPEN,Prime early access deal item delayed,Item from Prime Early Access sale not shipped even after 72-hour window.,Hyderabad,2026-01-09 06:30:34.160042+00:00,,ORD139775
2P1528,P2,CLOSED,Priority delivery partner no-show,"Prime Blue Dart slot booked, but delivery agent marked 'not reachable' three times.",Indore,2025-12-08 03:49:34.160042+00:00,2025-12-08 07:49:34.160042+00:00,ORD869423
3P1529,P3,OPEN,Payment successful but order not confirmed,"₹1,499 deducted via UPI but order status stuck at 'payment pending' for 2 days.",Chennai,2026-01-18 11:43:34.160042+00:00,,ORD495023
2P1530,P2,CLOSED,Prime early access deal item delayed,Item from Prime Early Access sale not shipped even after 72-hour window.,Patna,2026-02-16 06:48:34.160042+00:00,2026-02-19 06:48:34.160042+00:00,ORD176197
3P1531,P3,CLOSED,Delivery agent unreachable for last mile,Agent number +91-98XXXXXX45 not answering calls/WhatsApp since yesterday.,Hyderabad,2025-12-09 11:15:34.160042+00:00,2025-12-11 11:15:34.160042+00:00,ORD508087
2P1532,P2,OPEN,Refund not credited within 1 business day,Prime member eligible for instant refund — amount deducted but not credited back after 36 hours.,Jaipur,2026-02-12 15:34:34.160042+00:00,,ORD450903
3P1533,P3,CLOSED,Delivery agent unreachable for last mile,Agent number +91-98XXXXXX45 not answering calls/WhatsApp since yesterday.,Mumbai,2026-02-12 01:41:34.160042+00:00,2026-02-12 05:41:34.160042+00:00,ORD820347
3P1534,P3,OPEN,Received completely wrong product,"Ordered Noise ColorFit Pro 5, received boAt Airdopes instead.",Bhopal,2026-02-19 08:10:34.160042+00:00,,ORD372549
2P1535,P2,OPEN,Priority delivery partner no-show,"Prime Blue Dart slot booked, but delivery agent marked 'not reachable' three times.",Hyderabad,2025-12-04 08:36:34.160042+00:00,,ORD351806
3P1536,P3,CLOSED,Received completely wrong product,"Ordered Noise ColorFit Pro 5, received boAt Airdopes instead.",Hyderabad,2026-02-01 09:52:34.160042+00:00,2026-02-01 10:22:34.160042+00:00,ORD721773
3P1537,P3,OPEN,App crashed during payment – money deducted,App closed during Paytm payment flow. Money deducted but cart still active.,Hyderabad,2025-12-21 01:08:34.160042+00:00,,ORD407914
3P1538,P3,CLOSED,Payment successful but order not confirmed,"₹1,499 deducted via UPI but order status stuck at 'payment pending' for 2 days.",Chandigarh,2026-01-25 00:26:34.160042+00:00,2026-01-25 04:26:34.160042+00:00,ORD821912
1P1539,P1,CLOSED,Warehouse inventory mismatch – critical SKU,"Physical stock of emergency item XYZ789 is 0, but system shows 450 units.",Bhopal,2025-12-01 18:05:34.160042+00:00,2025-12-01 19:05:34.160042+00:00,ORD245674
3P1540,P3,OPEN,Partial order delivered,"Order had 3 items — only 1 was delivered, no communication about remaining items.",Bangalore,2025-12-01 22:01:34.160042+00:00,,ORD333541
3P1541,P3,CLOSED,App crashed during payment – money deducted,App closed during Paytm payment flow. Money deducted but cart still active.,Hyderabad,2026-01-11 22:29:34.160042+00:00,2026-01-12 00:29:34.160042+00:00,ORD126143
3P1542,P3,CLOSED,Standard delivery running late by 4+ days,Order #875421 placed 7 days ago still shows 'out for delivery' status.,Pune,2026-02-09 06:06:34.160042+00:00,2026-02-09 10:06:34.160042+00:00,ORD123973
2P1543,P2,CLOSED,Prime same-day delivery missed,Customer in Bangalore was promised same-day delivery but order is still in 'processing' status at 8 PM.,Hyderabad,2026-01-06 13:38:34.160042+00:00,2026-01-06 14:08:34.160042+00:00,ORD860679
3P1544,P3,CLOSED,Standard delivery running late by 4+ days,Order #875421 placed 7 days ago still shows 'out for delivery' status.,Indore,2026-01-05 10:06:34.160042+00:00,2026-01-05 10:36:34.160042+00:00,ORD336804
3P1545,P3,OPEN,App crashed during payment – money deducted,App closed during Paytm payment flow. Money deducted but cart still active.,Jaipur,2026-01-27 08:14:34.160042+00:00,,ORD737336
2P1546,P2,OPEN,Refund not credited within 1 business day,Prime member eligible for instant refund — amount deducted but not credited back after 36 hours.,Hyderabad,2026-01-29 20:06:34.160042+00:00,,ORD139156
2P1547,P2,OPEN,Prime same-day delivery missed,Customer in Bangalore was promised same-day delivery but order is still in 'processing' status at 8 PM.,Pune,2026-01-02 14:54:34.160042+00:00,,ORD482464
3P1548,P3,CLOSED,Damaged product delivered,Laptop sleeve arrived with torn packaging and visible scratch on product.,Bangalore,2025-12-11 14:38:34.160042+00:00,2025-12-11 16:38:34.160042+00:00,ORD416317
1P1549,P1,CLOSED,Bulk shipment stuck at customs,"Container with 12,000 units delayed at Nhava Sheva port due to documentation mismatch.",Bhopal,2025-12-13 18:21:34.160042+00:00,2025-12-13 22:21:34.160042+00:00,ORD520612
3P1550,P3,CLOSED,Standard delivery running late by 4+ days,Order #875421 placed 7 days ago still shows 'out for delivery' status.,Lucknow,2026-01-12 05:43:34.160042+00:00,2026-01-15 05:43:34.160042+00:00,ORD222273
2P1551,P2,OPEN,Prime same-day delivery missed,Customer in Bangalore was promised same-day delivery but order is still in 'processing' status at 8 PM.,Pune,2026-02-04 05:24:34.160042+00:00,,ORD870659
2P1552,P2,OPEN,Priority delivery partner no-show,"Prime Blue Dart slot booked, but delivery agent marked 'not reachable' three times.",Chandigarh,2026-01-28 16:26:34.160042+00:00,,ORD229067
3P1553,P3,CLOSED,Standard delivery running late by 4+ days,Order #875421 placed 7 days ago still shows 'out for delivery' status.,Jaipur,2025-12-18 20:40:34.160042+00:00,2025-12-18 21:40:34.160042+00:00,ORD959057
3P1554,P3,OPEN,Received completely wrong product,"Ordered Noise ColorFit Pro 5, received boAt Airdopes instead.",Patna,2025-12-11 20:28:34.160042+00:00,,ORD536088
3P1555,P3,OPEN,Received completely wrong product,"Ordered Noise ColorFit Pro 5, received boAt Airdopes instead.",Hyderabad,2026-02-18 14:06:34.160042+00:00,,ORD667288
3P1556,P3,OPEN,Damaged product delivered,Laptop sleeve arrived with torn packaging and visible scratch on product.,Hyderabad,2026-01-25 10:38:34.160042+00:00,,ORD884369
3P1557,P3,OPEN,Received completely wrong product,"Ordered Noise ColorFit Pro 5, received boAt Airdopes instead.",Hyderabad,2026-01-20 20:57:34.160042+00:00,,ORD991606
3P1558,P3,CLOSED,Received completely wrong product,"Ordered Noise ColorFit Pro 5, received boAt Airdopes instead.",Hyderabad,2026-01-19 22:49:34.160042+00:00,2026-01-19 23:49:34.160042+00:00,ORD213275
3P1559,P3,CLOSED,Payment successful but order not confirmed,"₹1,499 deducted via UPI but order status stuck at 'payment pending' for 2 days.",Pune,2025-11-24 10:13:34.160042+00:00,2025-11-25 10:13:34.160042+00:00,ORD200370
2P1560,P2,OPEN,Prime exclusive product out of stock after order,Order #9845123 for Prime-exclusive Echo Dot (new color) cancelled by system due to stock unavailability.,Hyderabad,2026-01-12 08:57:34.160042+00:00,,ORD367799
3P1561,P3,OPEN,App crashed during payment – money deducted,App closed during Paytm payment flow. Money deducted but cart still active.,Bhopal,2026-01-14 21:35:34.160042+00:00,,ORD633467
3P1562,P3,CLOSED,Payment successful but order not confirmed,"₹1,499 deducted via UPI but order status stuck at 'payment pending' for 2 days.",Indore,2026-01-27 22:20:34.160042+00:00,2026-01-27 22:50:34.160042+00:00,ORD844820
3P1563,P3,CLOSED,Received completely wrong product,"Ordered Noise ColorFit Pro 5, received boAt Airdopes instead.",Hyderabad,2025-12-02 16:34:34.160042+00:00,2025-12-09 16:34:34.160042+00:00,ORD384659
3P1564,P3,CLOSED,Payment successful but order not confirmed,"₹1,499 deducted via UPI but order status stuck at 'payment pending' for 2 days.",Lucknow,2026-02-08 21:59:34.160042+00:00,2026-02-08 22:59:34.160042+00:00,ORD956860
2P1565,P2,CLOSED,Prime early access deal item delayed,Item from Prime Early Access sale not shipped even after 72-hour window.,Hyderabad,2026-01-25 04:12:34.160042+00:00,2026-01-25 06:12:34.160042+00:00,ORD460554
3P1566,P3,CLOSED,Standard delivery running late by 4+ days,Order #875421 placed 7 days ago still shows 'out for delivery' status.,Patna,2026-02-01 21:23:34.160042+00:00,2026-02-01 21:53:34.160042+00:00,ORD569839
2P1567,P2,OPEN,Priority delivery partner no-show,"Prime Blue Dart slot booked, but delivery agent marked 'not reachable' three times.",Hyderabad,2026-02-19 07:11:34.160042+00:00,,ORD520394
2P1568,P2,OPEN,Priority delivery partner no-show,"Prime Blue Dart slot booked, but delivery agent marked 'not reachable' three times.",Delhi,2026-02-02 01:20:34.160042+00:00,,ORD740382
3P1569,P3,CLOSED,Payment successful but order not confirmed,"₹1,499 deducted via UPI but order status stuck at 'payment pending' for 2 days.",Jaipur,2026-01-23 11:05:34.160042+00:00,2026-01-26 11:05:34.160042+00:00,ORD267607
3P1570,P3,CLOSED,Partial order delivered,"Order had 3 items — only 1 was delivered, no communication about remaining items.",Bhopal,2025-12-01 23:31:34.160042+00:00,2025-12-02 07:31:34.160042+00:00,ORD180910
3P1571,P3,OPEN,Damaged product delivered,Laptop sleeve arrived with torn packaging and visible scratch on product.,Pune,2026-01-28 13:39:34.160042+00:00,,ORD110984
3P1572,P3,CLOSED,Damaged product delivered,Laptop sleeve arrived with torn packaging and visible scratch on product.,Bhopal,2026-01-12 02:11:34.160042+00:00,2026-01-13 02:11:34.160042+00:00,ORD550115
3P1573,P3,CLOSED,Received completely wrong product,"Ordered Noise ColorFit Pro 5, received boAt Airdopes instead.",Jaipur,2025-12-31 03:33:34.160042+00:00,2025-12-31 04:33:34.160042+00:00,ORD794444
3P1574,P3,OPEN,Received completely wrong product,"Ordered Noise ColorFit Pro 5, received boAt Airdopes instead.",Hyderabad,2025-12-15 17:24:34.160042+00:00,,ORD833458
1P1575,P1,CLOSED,Critical supply chain failure,Entire lot of high-demand SKU XXXX-5678 has not reached the central warehouse. Expected arrival was 3 days ago. Impacts multiple cities.,Kolkata,2026-02-06 11:43:34.160042+00:00,2026-02-06 12:43:34.160042+00:00,ORD142256
3P1576,P3,CLOSED,App crashed during payment – money deducted,App closed during Paytm payment flow. Money deducted but cart still active.,Hyderabad,2026-01-16 15:17:34.160042+00:00,2026-01-16 16:17:34.160042+00:00,ORD620419
3P1577,P3,CLOSED,Received completely wrong product,"Ordered Noise ColorFit Pro 5, received boAt Airdopes instead.",Chennai,2025-12-24 15:09:34.160042+00:00,2025-12-24 16:09:34.160042+00:00,ORD121244
3P1578,P3,CLOSED,Delivery agent unreachable for last mile,Agent number +91-98XXXXXX45 not answering calls/WhatsApp since yesterday.,Hyderabad,2025-12-31 10:07:34.160042+00:00,2025-12-31 12:07:34.160042+00:00,ORD431700
3P1579,P3,CLOSED,Standard delivery running late by 4+ days,Order #875421 placed 7 days ago still shows 'out for delivery' status.,Hyderabad,2025-12-23 22:37:34.160042+00:00,2025-12-24 22:37:34.160042+00:00,ORD180685
3P1580,P3,CLOSED,Standard delivery running late by 4+ days,Order #875421 placed 7 days ago still shows 'out for delivery' status.,Hyderabad,2025-12-01 23:21:34.160042+00:00,2025-12-02 07:21:34.160042+00:00,ORD233838
3P1581,P3,OPEN,Delivery agent unreachable for last mile,Agent number +91-98XXXXXX45 not answering calls/WhatsApp since yesterday.,Kolkata,2026-02-01 04:13:34.160042+00:00,,ORD949330
3P1582,P3,CLOSED,App crashed during payment – money deducted,App closed during Paytm payment flow. Money deducted but cart still active.,Patna,2025-12-28 20:15:34.160042+00:00,2025-12-28 22:15:34.160042+00:00,ORD278660
3P1583,P3,CLOSED,Partial order delivered,"Order had 3 items — only 1 was delivered, no communication about remaining items.",Hyderabad,2026-01-18 09:56:34.160042+00:00,2026-01-18 13:56:34.160042+00:00,ORD331602
3P1584,P3,OPEN,Damaged product delivered,Laptop sleeve arrived with torn packaging and visible scratch on product.,Patna,2026-01-21 23:57:34.160042+00:00,,ORD116362
3P1585,P3,CLOSED,Payment successful but order not confirmed,"₹1,499 deducted via UPI but order status stuck at 'payment pending' for 2 days.",Pune,2025-12-15 14:35:34.160042+00:00,2025-12-15 16:35:34.160042+00:00,ORD932515
3P1586,P3,CLOSED,Standard delivery running late by 4+ days,Order #875421 placed 7 days ago still shows 'out for delivery' status.,Pune,2026-01-19 11:28:34.160042+00:00,2026-01-19 15:28:34.160042+00:00,ORD723180
2P1587,P2,CLOSED,Prime exclusive product out of stock after order,Order #9845123 for Prime-exclusive Echo Dot (new color) cancelled by system due to stock unavailability.,Lucknow,2026-01-27 04:54:34.160042+00:00,2026-01-27 05:54:34.160042+00:00,ORD129779
3P1588,P3,CLOSED,Standard delivery running late by 4+ days,Order #875421 placed 7 days ago still shows 'out for delivery' status.,Bangalore,2026-01-04 07:09:34.160042+00:00,2026-01-04 09:09:34.160042+00:00,ORD379383
3P1589,P3,CLOSED,Payment successful but order not confirmed,"₹1,499 deducted via UPI but order status stuck at 'payment pending' for 2 days.",Chennai,2025-12-05 20:55:34.160042+00:00,2025-12-05 21:55:34.160042+00:00,ORD925187
1P1590,P1,CLOSED,Critical supply chain failure,Entire lot of high-demand SKU XXXX-5678 has not reached the central warehouse. Expected arrival was 3 days ago. Impacts multiple cities.,Delhi,2026-01-13 12:54:34.160042+00:00,2026-01-13 14:54:34.160042+00:00,ORD302891
3P1591,P3,CLOSED,App crashed during payment – money deducted,App closed during Paytm payment flow. Money deducted but cart still active.,Hyderabad,2026-01-20 09:15:34.160042+00:00,2026-01-20 13:15:34.160042+00:00,ORD867334
1P1592,P1,OPEN,Vendor dispatch system outage,Primary vendor's dispatch system crashed — no shipments processed in last 48 hours.,Patna,2026-01-14 03:40:34.160042+00:00,,ORD466499
2P1593,P2,CLOSED,Prime early access deal item delayed,Item from Prime Early Access sale not shipped even after 72-hour window.,Hyderabad,2026-01-13 04:32:34.160042+00:00,2026-01-13 05:32:34.160042+00:00,ORD763804
3P1594,P3,CLOSED,Damaged product delivered,Laptop sleeve arrived with torn packaging and visible scratch on product.,Lucknow,2026-02-03 18:13:34.160042+00:00,2026-02-04 02:13:34.160042+00:00,ORD654409
3P1595,P3,OPEN,Partial order delivered,"Order had 3 items — only 1 was delivered, no communication about remaining items.",Hyderabad,2026-01-22 16:57:34.160042+00:00,,ORD417256
2P1596,P2,CLOSED,Prime exclusive product out of stock after order,Order #9845123 for Prime-exclusive Echo Dot (new color) cancelled by system due to stock unavailability.,Delhi,2025-12-17 05:06:34.160042+00:00,2025-12-17 07:06:34.160042+00:00,ORD837988
3P1597,P3,CLOSED,Damaged product delivered,Laptop sleeve arrived with torn packaging and visible scratch on product.,Hyderabad,2025-11-27 14:46:34.160042+00:00,2025-11-27 16:46:34.160042+00:00,ORD249626
2P1598,P2,OPEN,Prime early access deal item delayed,Item from Prime Early Access sale not shipped even after 72-hour window.,Pune,2026-02-04 16:42:34.160042+00:00,,ORD983051
2P1599,P2,CLOSED,Priority delivery partner no-show,"Prime Blue Dart slot booked, but delivery agent marked 'not reachable' three times.",Hyderabad,2025-12-02 14:38:34.160042+00:00,2025-12-02 15:08:34.160042+00:00,ORD739823
3P1600,P3,CLOSED,Standard delivery running late by 4+ days,Order #875421 placed 7 days ago still shows 'out for delivery' status.,Ahmedabad,2025-12-21 08:49:34.160042+00:00,2025-12-23 08:49:34.160042+00:00,ORD283635
3P1601,P3,CLOSED,Received completely wrong product,"Ordered Noise ColorFit Pro 5, received boAt Airdopes instead.",Jaipur,2026-02-03 06:51:34.160042+00:00,2026-02-05 06:51:34.160042+00:00,ORD386305
3P1602,P3,CLOSED,Delivery agent unreachable for last mile,Agent number +91-98XXXXXX45 not answering calls/WhatsApp since yesterday.,Hyderabad,2026-01-06 10:16:34.160042+00:00,2026-01-06 14:16:34.160042+00:00,ORD879302
2P1603,P2,CLOSED,Prime same-day delivery missed,Customer in Bangalore was promised same-day delivery but order is still in 'processing' status at 8 PM.,Hyderabad,2025-12-28 02:54:34.160042+00:00,2025-12-28 03:24:34.160042+00:00,ORD403337
3P1604,P3,OPEN,Received completely wrong product,"Ordered Noise ColorFit Pro 5, received boAt Airdopes instead.",Hyderabad,2026-01-06 02:58:34.160042+00:00,,ORD454053
3P1605,P3,CLOSED,App crashed during payment – money deducted,App closed during Paytm payment flow. Money deducted but cart still active.,Delhi,2026-01-06 07:37:34.160042+00:00,2026-01-07 07:37:34.160042+00:00,ORD824155
1P1606,P1,OPEN,Supplier stock-out on critical item,Vendor confirmed zero stock for product ABC123 (fast-moving category). No ETA available.,Hyderabad,2026-01-24 07:41:34.160042+00:00,,ORD588680
2P1607,P2,CLOSED,Refund not credited within 1 business day,Prime member eligible for instant refund — amount deducted but not credited back after 36 hours.,Jaipur,2026-01-23 10:49:34.160042+00:00,2026-01-23 11:49:34.160042+00:00,ORD208447
3P1608,P3,OPEN,App crashed during payment – money deducted,App closed during Paytm payment flow. Money deducted but cart still active.,Indore,2026-01-08 10:52:34.160042+00:00,,ORD275903
2P1609,P2,CLOSED,Prime early access deal item delayed,Item from Prime Early Access sale not shipped even after 72-hour window.,Delhi,2025-12-16 17:48:34.160042+00:00,2025-12-16 18:18:34.160042+00:00,ORD669805
3P1610,P3,CLOSED,Delivery agent unreachable for last mile,Agent number +91-98XXXXXX45 not answering calls/WhatsApp since yesterday.,Lucknow,2025-12-30 15:31:34.160042+00:00,2025-12-30 17:31:34.160042+00:00,ORD508332
3P1611,P3,CLOSED,Damaged product delivered,Laptop sleeve arrived with torn packaging and visible scratch on product.,Hyderabad,2025-12-12 23:56:34.160042+00:00,2025-12-13 03:56:34.160042+00:00,ORD387034
2P1612,P2,OPEN,Prime same-day delivery missed,Customer in Bangalore was promised same-day delivery but order is still in 'processing' status at 8 PM.,Hyderabad,2025-11-24 18:44:34.160042+00:00,,ORD283329
1P1613,P1,OPEN,Bulk shipment stuck at customs,"Container with 12,000 units delayed at Nhava Sheva port due to documentation mismatch.",Hyderabad,2026-01-04 17:40:34.160042+00:00,,ORD773157
2P1614,P2,CLOSED,Priority delivery partner no-show,"Prime Blue Dart slot booked, but delivery agent marked 'not reachable' three times.",Hyderabad,2026-02-06 02:18:34.160042+00:00,2026-02-08 02:18:34.160042+00:00,ORD245401
2P1615,P2,OPEN,Priority delivery partner no-show,"Prime Blue Dart slot booked, but delivery agent marked 'not reachable' three times.",Pune,2026-01-13 20:55:34.160042+00:00,,ORD900081
3P1616,P3,OPEN,Delivery agent unreachable for last mile,Agent number +91-98XXXXXX45 not answering calls/WhatsApp since yesterday.,Hyderabad,2026-01-09 02:52:34.160042+00:00,,ORD921256
3P1617,P3,OPEN,Standard delivery running late by 4+ days,Order #875421 placed 7 days ago still shows 'out for delivery' status.,Pune,2026-01-18 00:37:34.160042+00:00,,ORD620153
3P1618,P3,CLOSED,Delivery agent unreachable for last mile,Agent number +91-98XXXXXX45 not answering calls/WhatsApp since yesterday.,Hyderabad,2025-12-11 18:49:34.160042+00:00,2025-12-11 20:49:34.160042+00:00,ORD673751
3P1619,P3,CLOSED,Delivery agent unreachable for last mile,Agent number +91-98XXXXXX45 not answering calls/WhatsApp since yesterday.,Hyderabad,2026-02-02 14:31:34.160042+00:00,2026-02-03 14:31:34.160042+00:00,ORD237010
3P1620,P3,CLOSED,App crashed during payment – money deducted,App closed during Paytm payment flow. Money deducted but cart still active.,Hyderabad,2026-01-05 11:15:34.160042+00:00,2026-01-05 19:15:34.160042+00:00,ORD893950
3P1621,P3,OPEN,Damaged product delivered,Laptop sleeve arrived with torn packaging and visible scratch on product.,Mumbai,2026-02-08 10:46:34.160042+00:00,,ORD798963
3P1622,P3,CLOSED,Payment successful but order not confirmed,"₹1,499 deducted via UPI but order status stuck at 'payment pending' for 2 days.",Hyderabad,2026-02-02 12:26:34.160042+00:00,2026-02-02 14:26:34.160042+00:00,ORD494242
3P1623,P3,CLOSED,Standard delivery running late by 4+ days,Order #875421 placed 7 days ago still shows 'out for delivery' status.,Jaipur,2025-11-30 08:22:34.160042+00:00,2025-11-30 09:22:34.160042+00:00,ORD286005
3P1624,P3,OPEN,Payment successful but order not confirmed,"₹1,499 deducted via UPI but order status stuck at 'payment pending' for 2 days.",Delhi,2026-02-07 08:05:34.160042+00:00,,ORD151529
2P1625,P2,OPEN,Prime exclusive product out of stock after order,Order #9845123 for Prime-exclusive Echo Dot (new color) cancelled by system due to stock unavailability.,Hyderabad,2025-12-19 07:26:34.160042+00:00,,ORD129801
3P1626,P3,CLOSED,App crashed during payment – money deducted,App closed during Paytm payment flow. Money deducted but cart still active.,Hyderabad,2025-12-20 21:21:34.160042+00:00,2025-12-20 22:21:34.160042+00:00,ORD595702
3P1627,P3,CLOSED,App crashed during payment – money deducted,App closed during Paytm payment flow. Money deducted but cart still active.,Hyderabad,2026-02-06 14:06:34.160042+00:00,2026-02-06 16:06:34.160042+00:00,ORD193041
2P1628,P2,OPEN,Prime exclusive product out of stock after order,Order #9845123 for Prime-exclusive Echo Dot (new color) cancelled by system due to stock unavailability.,Bangalore,2025-12-11 10:24:34.160042+00:00,,ORD484435
1P1629,P1,CLOSED,Vendor dispatch system outage,Primary vendor's dispatch system crashed — no shipments processed in last 48 hours.,Mumbai,2026-02-15 19:02:34.160042+00:00,2026-02-16 03:02:34.160042+00:00,ORD933014
3P1630,P3,OPEN,Payment successful but order not confirmed,"₹1,499 deducted via UPI but order status stuck at 'payment pending' for 2 days.",Hyderabad,2025-12-30 02:26:34.160042+00:00,,ORD531928
1P1631,P1,CLOSED,Warehouse inventory mismatch – critical SKU,"Physical stock of emergency item XYZ789 is 0, but system shows 450 units.",Bangalore,2026-01-21 12:13:34.160042+00:00,2026-01-21 12:43:34.160042+00:00,ORD293291
3P1632,P3,OPEN,Damaged product delivered,Laptop sleeve arrived with torn packaging and visible scratch on product.,Hyderabad,2026-01-15 22:27:34.160042+00:00,,ORD626020
3P1633,P3,OPEN,Partial order delivered,"Order had 3 items — only 1 was delivered, no communication about remaining items.",Bhopal,2025-12-20 13:42:34.160042+00:00,,ORD149618
3P1634,P3,CLOSED,Payment successful but order not confirmed,"₹1,499 deducted via UPI but order status stuck at 'payment pending' for 2 days.",Surat,2025-12-02 18:37:34.160042+00:00,2025-12-02 19:07:34.160042+00:00,ORD491431
3P1635,P3,CLOSED,Received completely wrong product,"Ordered Noise ColorFit Pro 5, received boAt Airdopes instead.",Kolkata,2026-01-15 20:56:34.160042+00:00,2026-01-15 21:56:34.160042+00:00,ORD561108
3P1636,P3,CLOSED,Damaged product delivered,Laptop sleeve arrived with torn packaging and visible scratch on product.,Chennai,2025-11-30 16:05:34.160042+00:00,2025-11-30 18:05:34.160042+00:00,ORD324222
3P1637,P3,OPEN,Delivery agent unreachable for last mile,Agent number +91-98XXXXXX45 not answering calls/WhatsApp since yesterday.,Ahmedabad,2026-01-17 22:47:34.160042+00:00,,ORD356787
2P1638,P2,CLOSED,Prime early access deal item delayed,Item from Prime Early Access sale not shipped even after 72-hour window.,Jaipur,2025-12-03 16:27:34.160042+00:00,2025-12-04 00:27:34.160042+00:00,ORD125340
